"","state","zip","50_1","50_2","50_3","50_4","50_5","50_6","50_7","50_8","50_9","51_1","51_2","51_3","52_1","52_2","52_3","53_1","53_2","53_3","54_1","54_2","54_3","55_1","55_2","55_3","56_1","56_2","56_3","57_1","57_2","57_3","58_1","58_2","58_3","58_4","58_5","58_6","58_7","58_8","58_9","58_10","58_11","58_12","58_13","59_1","59_2","59_3","59_4","59_5","59_6","59_7","59_8","59_9","59_10","59_11","59_12","59_13","59_14","59_15","59_16","59_17","59_18","59_19","59_20","59_21","60_1","60_2","60_3","60_4","60_5","60_6","60_7","60_8","60_9","61_1","61_2","61_3","61_4","61_5","61_6","61_7","62_1","62_2","62_3","62_4","62_5","62_6","62_7","62_8","62_9","62_10","63_1","63_2","63_3","63_4","63_5","63_6","64_1","64_2","64_3","64_4","64_5","64_6","64_7","64_8","64_9","64_10","64_11","65_1","65_2","65_3","65_4","65_5","65_6","66_1","66_2","66_3","66_4","66_5","66_6","66_7","66_8","67_1","67_2","67_3","67_4","67_5","67_6","67_7","67_8","67_9","67_10","67_11","67_12","68_1","68_2","68_3","68_4","68_5","68_6","68_7","69_1","69_2","69_3","69_4","69_5","69_6","70_1","70_2","70_3","70_4","70_5","70_6","70_7","71_1","71_2","71_3","71_4","71_5","72_1","72_2","72_3","72_4","72_5","72_6","73_1","73_2","73_3","73_4","73_5","73_6","73_7","73_8","73_9","73_10","73_11","74_1","74_2","74_3","74_4","74_5","74_6","74_7","74_8","74_9","74_10","74_11","74_12","74_13","74_14","75_1","75_2","75_3","75_4","75_5","75_6","75_7","75_8","76_1","76_2","76_3","76_4","76_5","76_6","76_7","76_8","76_9","77_1","77_2","77_3","77_4","78_1","78_2","78_3","78_4","79_1","79_2","79_3","79_4","79_5","79_6","79_7","79_8","79_9","79_10","80_1","80_2","80_3","80_4","80_5","80_6","80_7","80_8","80_9","81_1","81_2","81_3","81_4","81_5","81_6","81_7","81_8","82_1","82_2","82_3","82_4","82_5","82_6","82_7","82_8","82_9","82_10","82_11","82_12","82_13","82_14","82_15","82_16","82_17","83_1","83_2","83_3","83_4","83_5","83_6","83_7","84_1","84_2","84_3","84_4","84_5","84_6","84_7","85_1","85_2","85_3","85_4","85_5","85_6","86_1","86_2","86_3","87_1","87_2","87_3","88_1","88_2","88_3","88_4","88_5","88_6","88_7","89_1","89_2","89_3","89_4","89_5","90_1","90_2","90_3","90_4","91_1","91_2","91_3","91_4","91_5","92_1","92_2","92_3","93_1","93_2","93_3","93_4","93_5","94_1","94_2","94_3","94_4","94_5","94_6","95_1","95_2","95_3","95_4","95_5","95_6","96_1","96_2","96_3","96_4","96_5","96_6","96_7","97_1","97_2","97_3","97_4","97_5","97_6","98_1","98_2","98_3","98_4","98_5","99_1","99_2","99_3","99_4","99_5","99_6","99_7","99_8","100_1","100_2","100_3","100_4","100_5","101_1","101_2","101_3","101_4","101_5","102_1","102_2","102_3","102_4","102_5","102_6","102_7","102_8","102_9","102_10","102_11","103_1","103_2","103_3","103_4","103_5","104_1","104_2","104_3","104_4","104_5","104_6","105_1","105_2","105_3","105_4","105_5","105_6","105_7","105_8","105_9","105_10","106_1","106_2","106_3","106_4","106_5","106_6","106_7","106_8","107_1","107_2","107_3","107_4","107_5","107_6","107_7","107_8","107_9","107_10","109_1","109_2","109_3","109_4","110_1","110_2","110_3","110_4","110_5","110_6","110_7","110_8","110_9","111_1","111_2","111_3","111_4","111_5","111_6","111_7","111_8","115_1","115_2","115_3","115_4","115_5","117_1","117_2","117_3","117_4","117_5","117_6","118_1","118_2","118_3","118_4","118_5","118_6","118_7","118_8","119_1","119_2","119_3","119_4","120_1","120_2","120_3","120_4","120_5","120_6","121_1","121_2","121_3","121_4","121_5","121_6","121_7","lat","long","city","state.region"
"11","AL","361",1,0,0,3,0,0,4,1,9,3,15,0,7,10,1,4,14,0,2,15,1,3,14,1,7,10,1,7,11,0,0,9,7,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,1,1,0,0,0,2,0,0,15,0,1,0,2,5,0,7,3,0,17,0,0,0,0,1,0,0,0,18,0,0,0,0,0,15,0,1,0,1,0,1,0,0,0,0,7,5,6,0,0,0,10,1,0,0,6,0,0,1,17,0,0,0,0,0,0,0,0,0,0,1,2,2,6,1,0,0,7,1,5,7,0,0,5,0,5,1,2,0,1,9,0,7,1,0,10,17,0,0,0,0,1,4,0,0,0,0,13,0,0,0,0,1,1,0,1,15,0,0,0,0,0,0,1,0,0,0,10,0,3,0,0,4,0,1,7,0,0,10,0,0,1,0,0,17,0,0,1,6,5,6,1,12,1,0,0,0,0,1,0,3,1,1,0,5,0,0,0,1,11,0,15,0,1,1,0,0,0,1,0,8,1,0,1,0,0,3,0,0,0,0,0,2,1,1,1,2,0,6,0,6,0,4,1,7,1,6,0,3,0,2,7,0,2,4,3,7,10,1,9,8,1,6,2,0,6,0,0,4,11,2,5,0,0,8,6,3,1,1,10,6,1,0,1,1,16,0,18,0,0,0,6,4,1,7,0,0,10,1,0,0,2,5,2,2,4,2,7,1,0,8,5,0,0,5,0,16,0,1,1,0,3,12,1,0,0,2,0,0,7,2,1,8,0,0,16,1,0,1,11,0,0,0,2,0,0,0,0,5,0,0,0,4,14,0,14,0,1,3,0,0,8,3,4,0,3,0,0,0,0,0,6,8,1,0,3,0,0,0,1,5,12,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,2,0,15,1,7,9,0,0,1,0,0,1,16,1,0,1,0,13,0,1,2,2,0,1,0,0,0,0,5,10,2,9,4,5,0,4,11,0,0,2,1,5,2,7,0,2,1,1,32.354888,-86.27161,"Montgomery","South"
"12","AL","362",1,0,0,0,0,0,0,0,3,0,4,0,2,1,1,2,2,0,0,4,0,0,3,1,0,4,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,1,2,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,3,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1,2,1,2,1,3,1,0,1,3,0,0,0,0,0,4,0,0,0,0,1,3,0,0,2,1,1,0,0,0,0,4,0,4,0,0,0,1,2,0,1,0,0,2,0,0,0,0,2,1,1,1,0,0,0,1,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,1,0,3,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,3,0,2,1,0,0,1,0,0,0,3,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,2,0,1,1,1,1,1,2,0,0,1,0,1,0,1,1,0,1,0,33.658803,-85.85178,"Anniston","South"
"13","AL","363",2,1,0,0,0,0,2,1,8,3,10,1,9,2,3,3,11,0,3,11,0,2,12,0,7,7,0,8,6,0,0,6,7,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,1,0,0,0,0,3,0,1,10,0,1,0,0,4,1,4,4,2,10,0,0,0,0,1,0,1,0,14,0,0,0,0,0,11,0,1,1,1,0,0,0,0,0,0,3,2,9,0,0,0,8,2,0,0,2,0,1,1,12,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,0,1,6,3,1,3,0,1,6,1,3,0,0,0,2,8,0,6,1,0,7,9,0,1,0,2,2,3,0,0,0,0,10,1,0,0,0,0,0,1,1,9,0,0,0,0,0,1,0,0,2,0,7,0,3,0,0,3,0,1,2,0,1,10,0,0,1,0,0,13,0,0,1,5,4,5,0,10,0,1,0,0,0,1,0,0,2,4,0,3,0,0,0,0,7,0,11,0,1,1,0,0,1,0,1,7,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,6,1,3,0,4,1,4,1,4,0,4,0,2,4,0,2,2,4,3,7,4,4,10,0,1,2,2,4,0,0,5,8,2,3,1,0,5,6,2,1,2,9,3,0,0,1,0,13,1,13,0,0,0,0,4,4,6,0,0,6,0,1,0,0,7,5,2,1,3,2,0,1,5,2,0,0,7,0,10,3,1,0,0,1,6,5,0,0,1,0,1,3,0,2,7,2,1,10,1,1,1,8,0,0,0,1,0,1,0,1,3,0,0,0,1,13,0,12,0,0,2,0,0,4,0,7,0,2,0,0,0,0,1,4,8,1,0,1,0,0,0,0,4,8,0,0,0,1,0,1,0,9,4,0,1,0,0,1,0,0,1,0,12,0,1,9,2,0,1,0,1,0,12,1,0,1,0,9,0,1,2,2,0,1,0,0,0,1,6,6,0,8,3,3,0,5,8,0,0,1,0,6,4,2,0,0,1,1,31.32579,-85.84117,"Enterprise","South"
"14","AL","364",1,0,0,0,0,0,1,0,2,1,3,0,1,2,1,2,2,0,0,4,0,0,4,0,1,3,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,0,2,0,1,1,0,2,3,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,3,0,0,1,1,2,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,2,1,3,0,2,2,0,1,0,0,3,0,0,0,3,0,1,0,0,1,2,1,0,0,3,1,0,0,2,0,2,0,4,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,1,2,0,0,1,0,3,1,0,0,0,1,2,1,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,3,0,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,3,0,0,1,2,0,0,0,0,1,4,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,2,0,2,0,2,0,1,2,0,0,1,0,3,0,0,1,0,0,0,31.023139,-87.23957,"Flomaton","South"
"15","AL","365",1,0,0,2,0,0,0,1,5,1,8,0,4,4,1,2,7,0,1,8,0,1,7,1,3,4,2,2,5,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,1,1,0,0,2,0,3,3,0,8,0,0,0,0,1,0,0,0,9,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,4,1,4,0,0,0,5,0,0,0,2,0,1,1,6,1,0,0,0,0,0,0,0,0,0,2,1,1,4,0,0,0,3,1,0,2,0,0,6,0,1,0,1,0,3,4,0,1,3,0,5,7,0,0,0,1,1,2,1,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,0,8,0,0,1,0,0,9,0,0,0,3,3,3,0,6,2,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,2,0,7,0,0,2,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,0,2,0,1,0,5,0,1,0,6,0,2,0,0,0,0,2,4,3,2,4,3,7,1,1,1,1,1,3,1,1,1,5,1,3,0,0,8,1,0,0,1,6,2,0,0,0,2,7,1,8,0,0,0,0,3,3,3,0,0,6,0,0,0,0,3,2,1,0,5,0,0,1,4,3,0,0,1,1,6,2,1,0,0,1,6,1,0,0,0,0,1,4,1,1,3,0,0,7,2,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,8,0,0,0,0,1,1,0,7,0,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,4,4,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,9,0,3,5,1,0,0,0,0,0,7,1,0,1,0,7,0,1,1,0,0,0,0,0,0,0,4,4,1,6,1,2,0,0,8,0,0,1,0,4,1,4,0,0,0,0,30.875697,-87.76592,"Bay Minette","South"
"16","AL","366",3,0,0,6,0,0,2,0,12,4,17,2,6,10,7,8,13,2,1,21,1,1,21,1,8,14,1,7,11,5,0,11,9,1,0,0,0,0,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,11,2,0,0,0,0,3,0,1,16,3,0,0,1,7,1,3,11,0,22,0,0,0,0,0,0,0,1,22,0,0,0,0,1,18,0,1,1,3,0,0,0,0,0,0,11,2,10,0,0,0,15,1,0,0,4,1,0,2,21,0,0,0,0,0,0,0,0,0,0,2,2,3,7,0,0,0,11,3,0,10,4,0,6,0,7,1,1,0,2,12,0,10,3,0,10,15,0,0,0,7,1,7,0,0,0,0,12,2,0,0,0,2,0,3,0,17,0,0,0,0,0,0,1,0,0,2,13,0,3,0,0,5,0,2,7,0,0,12,0,0,3,0,1,18,0,1,4,12,5,6,0,11,3,0,0,0,0,2,0,3,4,3,0,8,0,0,0,0,11,1,20,0,1,2,0,0,0,0,0,14,0,1,0,1,1,1,0,0,0,0,0,0,0,0,5,0,0,9,0,4,0,10,2,9,1,9,0,1,1,2,9,0,4,3,5,9,13,1,17,6,0,8,2,1,8,0,0,4,14,0,8,1,0,14,3,5,1,3,17,2,1,0,1,1,21,0,22,1,0,0,5,4,6,8,0,0,7,0,1,0,0,15,5,3,3,4,5,0,3,6,6,0,0,11,0,16,2,3,2,0,2,19,1,0,0,0,0,1,8,0,2,8,5,0,19,1,0,3,10,0,3,0,4,0,0,0,0,6,0,0,0,2,20,1,20,0,0,1,0,2,4,3,14,0,1,0,1,0,0,0,4,16,1,0,0,0,1,1,1,1,12,0,0,1,0,0,6,2,22,0,0,1,0,0,0,0,0,1,0,21,1,6,11,4,0,0,0,0,2,23,0,0,0,0,15,0,2,2,4,0,0,0,0,1,0,10,9,3,17,0,6,0,7,11,0,0,5,0,10,1,6,0,1,5,0,30.662735,-88.16255,"Mobile","South"
"17","AL","367",1,0,0,0,0,0,0,0,2,1,2,0,1,2,0,0,3,0,0,3,0,0,2,1,1,2,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,2,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,2,1,0,3,0,0,1,1,0,0,0,0,1,2,1,0,0,0,1,2,0,0,1,2,0,0,0,0,1,2,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,2,0,0,1,0,0,1,2,0,0,0,0,32.429066,-87.03809,"Selma","South"
"18","AL","368",0,0,0,6,0,0,0,0,10,4,12,0,5,9,2,6,10,0,1,15,0,1,15,0,5,10,1,6,10,0,0,11,4,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,2,0,0,10,4,2,0,0,9,0,2,3,1,13,0,0,0,0,2,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,1,8,6,2,0,0,0,7,0,0,0,8,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,0,0,3,3,1,9,1,1,1,0,6,3,0,0,3,4,0,5,7,0,4,13,0,0,0,2,1,5,0,0,0,0,11,0,0,0,0,0,3,0,1,12,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,3,0,0,4,0,0,9,0,0,1,1,1,15,0,0,1,7,0,9,0,9,0,0,0,0,0,1,1,4,1,3,0,2,0,0,0,1,8,2,14,0,1,0,0,0,0,1,0,12,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,9,0,1,0,5,0,7,1,7,0,1,0,0,9,0,2,2,3,1,7,8,8,8,0,3,3,1,5,0,0,4,9,2,5,0,0,10,2,2,2,0,13,3,0,0,1,0,15,1,15,0,0,0,5,3,4,4,0,0,8,0,0,0,1,7,4,1,3,3,4,0,1,9,3,0,0,4,0,13,1,1,0,1,5,8,2,0,0,1,0,0,6,0,0,8,2,0,11,4,0,1,11,0,0,0,1,0,0,0,2,1,1,0,0,5,11,0,13,0,0,1,2,0,8,2,4,0,2,0,0,0,0,0,4,8,3,0,0,0,0,1,0,2,12,0,0,0,0,0,2,0,12,3,0,1,0,0,1,0,0,2,0,13,0,6,8,2,0,0,0,0,0,14,2,0,0,0,11,0,1,2,1,1,2,0,0,1,0,6,5,2,8,1,7,0,1,14,0,0,1,0,7,3,3,1,1,1,0,32.577135,-85.47282,"Auburn","South"
"19","AL","369",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,32.097363,-88.22647,"Butler","South"
"20","AR","716",2,0,0,2,0,0,0,1,8,2,11,0,10,2,1,7,6,0,3,9,1,0,11,2,7,6,0,3,9,1,1,4,7,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,2,0,0,10,1,1,0,0,7,0,1,4,1,12,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,1,6,1,5,0,0,1,5,1,0,0,5,0,0,2,10,0,0,0,1,0,0,0,0,0,0,2,0,0,5,1,0,0,7,1,0,5,2,0,5,0,3,3,0,0,0,7,0,3,3,0,7,10,0,1,0,1,1,4,0,0,0,0,8,0,0,0,0,1,1,2,1,8,0,0,0,0,0,0,0,0,1,0,7,0,4,0,0,0,0,2,5,0,0,6,0,0,1,0,1,11,0,0,2,8,3,2,0,7,3,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,10,0,12,0,1,0,0,0,0,0,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,9,1,3,4,2,0,1,2,2,4,0,1,3,3,1,7,5,9,3,1,4,4,0,3,0,0,2,8,2,3,0,0,11,1,1,0,3,8,2,0,0,0,0,13,0,13,0,0,0,4,6,2,1,0,0,3,0,1,0,0,9,2,1,2,4,3,1,0,5,3,0,0,5,0,9,3,1,0,0,3,3,5,0,0,2,0,0,2,0,2,6,3,1,8,2,0,2,4,0,2,0,1,1,0,0,1,3,1,0,0,4,9,0,10,0,0,2,0,1,4,4,4,0,0,0,0,0,0,1,5,3,1,0,1,0,2,1,0,3,7,1,0,0,0,0,2,0,9,4,0,0,0,0,0,0,0,1,0,12,0,2,9,0,0,2,0,0,0,11,1,0,1,0,7,2,1,1,2,0,0,0,0,1,0,4,4,4,10,1,2,0,4,8,0,0,0,1,5,1,2,2,0,2,1,34.215648,-91.98841,"Pine Bluff","South"
"21","AR","717",2,0,0,0,0,0,1,0,5,1,7,0,3,4,1,3,5,0,1,6,1,1,5,2,0,6,2,1,6,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,7,0,0,0,0,2,0,3,3,1,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,6,1,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,3,0,1,4,0,1,0,2,1,0,2,1,0,4,1,2,0,0,0,1,4,0,3,0,0,5,3,0,0,0,5,0,3,1,0,0,0,4,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,2,0,0,5,0,0,1,0,0,8,0,0,0,3,1,4,0,7,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,5,0,1,1,3,1,1,0,2,0,1,3,0,0,1,3,2,4,2,5,2,1,3,0,1,4,0,0,0,5,2,1,0,0,6,1,1,0,1,4,3,0,0,2,1,5,0,7,1,0,0,0,2,2,4,0,0,5,0,0,0,0,3,1,1,2,3,1,0,0,6,1,0,0,1,0,4,1,3,0,0,0,3,2,1,0,2,0,0,0,0,3,2,3,0,3,2,0,3,3,0,1,0,2,0,1,0,0,1,0,0,0,2,6,0,6,0,0,1,0,1,1,0,7,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,2,4,0,0,0,0,0,2,0,4,4,0,0,0,0,2,0,0,0,0,6,0,3,5,0,0,0,0,0,0,6,1,0,1,0,6,1,0,0,1,0,0,0,0,0,0,5,3,0,3,1,3,1,0,8,0,0,0,0,3,1,1,0,1,1,1,33.218456,-92.64911,"El Dorado","South"
"22","AR","718",0,0,1,0,0,0,0,0,5,1,5,0,4,0,2,3,3,0,0,6,0,0,6,0,2,4,0,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,3,1,0,0,3,1,0,1,1,1,3,0,0,1,0,0,0,1,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,2,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,1,0,3,0,0,0,1,0,0,5,0,0,2,0,4,4,0,0,0,2,0,3,0,1,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,3,0,0,2,0,0,1,0,0,5,0,0,1,3,2,0,1,1,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,4,1,5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,2,0,3,1,0,0,2,0,0,3,0,1,1,1,0,6,0,5,1,0,0,0,1,3,0,0,2,4,0,2,0,0,1,3,2,0,2,4,0,0,0,0,1,5,0,6,0,0,0,2,2,1,1,0,0,2,0,0,0,0,4,6,0,0,0,0,0,0,5,0,0,0,1,0,5,0,1,0,0,0,1,2,0,0,2,0,1,1,0,1,3,1,1,2,2,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,5,0,6,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,6,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,2,2,1,3,2,0,1,1,5,0,0,0,0,3,0,3,0,0,0,0,33.657969,-93.59486,"Hope","South"
